compound,SMILES,box,pose,dG
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,27,-6.355
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,28,-6.339
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,29,-6.178
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,30,-6.11
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,31,-6.102
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,32,-6.051
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,33,-3.253
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,34,-3.138
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,35,-3.115
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,36,-2.838
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,37,-2.666
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,38,-2.644
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,39,-5.463
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,40,-5.071
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,41,-4.788
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,42,-4.672
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,43,-4.627
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,44,-4.61
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,45,-4.594
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,46,-4.559
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,47,-6.437
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,48,-6.348
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,49,-5.833
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,50,-5.71
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,51,-5.417
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,52,-5.323
benzo[b]fluoranthene,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,53,-5.244
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,0,-3.033
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,1,-3.025
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,2,-2.968
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,3,-2.902
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,4,-2.853
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,5,-7.081
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,6,-7.079
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,7,-7.042
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,8,-7.04
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,9,-7.012
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,10,-6.927
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,11,-6.914
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,12,-6.843
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,13,-6.871
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,14,-6.774
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,15,-6.721
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,16,-6.704
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,17,-6.672
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,18,-6.554
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,19,-6.404
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,20,-6.301
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,21,-7.772
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,22,-7.752
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,23,-7.636
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,24,-7.459
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,25,-7.354
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,26,-9.143
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,27,-8.919
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,28,-8.369
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,29,-8.18
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,30,-8.146
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,31,-8.14
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,32,-6.857
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,33,-6.761
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,34,-6.739
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,35,-6.655
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,36,-3.48
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,37,-3.391
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,38,-3.297
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,39,-3.292
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,40,-3.141
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,41,-4.872
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,42,-4.871
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,43,-4.861
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,44,-4.847
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,45,-4.837
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,46,-4.806
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,47,-4.768
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,48,-6.549
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,49,-6.527
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,50,-6.072
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,51,-5.963
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,52,-5.91
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,53,-5.885
benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,0,54,-5.718
anisole,COc1ccccc1,0,0,-1.842
anisole,COc1ccccc1,0,1,-1.631
anisole,COc1ccccc1,0,2,-1.578
anisole,COc1ccccc1,0,3,-4.414
anisole,COc1ccccc1,0,4,-3.511
anisole,COc1ccccc1,0,5,-3.29
anisole,COc1ccccc1,0,6,-3.21
anisole,COc1ccccc1,0,7,-3.447
anisole,COc1ccccc1,0,8,-3.335
anisole,COc1ccccc1,0,9,-3.14
anisole,COc1ccccc1,0,10,-5.172
anisole,COc1ccccc1,0,11,-4.404
anisole,COc1ccccc1,0,12,-4.721
anisole,COc1ccccc1,0,13,-4.359
anisole,COc1ccccc1,0,14,-4.338
anisole,COc1ccccc1,0,15,-4.285
anisole,COc1ccccc1,0,16,-4.871
anisole,COc1ccccc1,0,17,-4.808
anisole,COc1ccccc1,0,18,-3.736
anisole,COc1ccccc1,0,19,-1.794
anisole,COc1ccccc1,0,20,-1.439
anisole,COc1ccccc1,0,21,-2.964
anisole,COc1ccccc1,0,22,-2.706
anisole,COc1ccccc1,0,23,-3.784
valerophenone,CCCCC(=O)c1ccccc1,0,0,-1.999
valerophenone,CCCCC(=O)c1ccccc1,0,1,-1.749
valerophenone,CCCCC(=O)c1ccccc1,0,2,-5.142
valerophenone,CCCCC(=O)c1ccccc1,0,3,-4.225
valerophenone,CCCCC(=O)c1ccccc1,0,4,-4.116
valerophenone,CCCCC(=O)c1ccccc1,0,5,-4.586
valerophenone,CCCCC(=O)c1ccccc1,0,6,-4.25
valerophenone,CCCCC(=O)c1ccccc1,0,7,-3.907
valerophenone,CCCCC(=O)c1ccccc1,0,8,-3.882
valerophenone,CCCCC(=O)c1ccccc1,0,9,-5.6
valerophenone,CCCCC(=O)c1ccccc1,0,10,-5.555
valerophenone,CCCCC(=O)c1ccccc1,0,11,-5.854
valerophenone,CCCCC(=O)c1ccccc1,0,12,-5.714
valerophenone,CCCCC(=O)c1ccccc1,0,13,-5.635
valerophenone,CCCCC(=O)c1ccccc1,0,14,-5.617
valerophenone,CCCCC(=O)c1ccccc1,0,15,-5.251
valerophenone,CCCCC(=O)c1ccccc1,0,16,-5.229
valerophenone,CCCCC(=O)c1ccccc1,0,17,-6.295
valerophenone,CCCCC(=O)c1ccccc1,0,18,-6.141
valerophenone,CCCCC(=O)c1ccccc1,0,19,-5.406
valerophenone,CCCCC(=O)c1ccccc1,0,20,-2.118
valerophenone,CCCCC(=O)c1ccccc1,0,21,-1.756
valerophenone,CCCCC(=O)c1ccccc1,0,22,-1.723
valerophenone,CCCCC(=O)c1ccccc1,0,23,-1.418
valerophenone,CCCCC(=O)c1ccccc1,0,24,-3.054
valerophenone,CCCCC(=O)c1ccccc1,0,25,-3.032
valerophenone,CCCCC(=O)c1ccccc1,0,26,-2.972
valerophenone,CCCCC(=O)c1ccccc1,0,27,-2.921
valerophenone,CCCCC(=O)c1ccccc1,0,28,-4.06
valerophenone,CCCCC(=O)c1ccccc1,0,29,-3.811
valerophenone,CCCCC(=O)c1ccccc1,0,30,-3.785
valerophenone,CCCCC(=O)c1ccccc1,0,31,-3.738
benzophenone,O=C(c1ccccc1)c1ccccc1,0,0,-2.491
benzophenone,O=C(c1ccccc1)c1ccccc1,0,1,-2.213
benzophenone,O=C(c1ccccc1)c1ccccc1,0,2,-2.06
benzophenone,O=C(c1ccccc1)c1ccccc1,0,3,-5.014
benzophenone,O=C(c1ccccc1)c1ccccc1,0,4,-4.898
benzophenone,O=C(c1ccccc1)c1ccccc1,0,5,-4.695
benzophenone,O=C(c1ccccc1)c1ccccc1,0,6,-5.247
benzophenone,O=C(c1ccccc1)c1ccccc1,0,7,-5.16
benzophenone,O=C(c1ccccc1)c1ccccc1,0,8,-6.435
benzophenone,O=C(c1ccccc1)c1ccccc1,0,9,-6.043
benzophenone,O=C(c1ccccc1)c1ccccc1,0,10,-5.822
benzophenone,O=C(c1ccccc1)c1ccccc1,0,11,-5.702
benzophenone,O=C(c1ccccc1)c1ccccc1,0,12,-7.563
benzophenone,O=C(c1ccccc1)c1ccccc1,0,13,-6.648
benzophenone,O=C(c1ccccc1)c1ccccc1,0,14,-6.402
benzophenone,O=C(c1ccccc1)c1ccccc1,0,15,-6.361
benzophenone,O=C(c1ccccc1)c1ccccc1,0,16,-6.258
benzophenone,O=C(c1ccccc1)c1ccccc1,0,17,-6.248
benzophenone,O=C(c1ccccc1)c1ccccc1,0,18,-7.49
benzophenone,O=C(c1ccccc1)c1ccccc1,0,19,-7.485
benzophenone,O=C(c1ccccc1)c1ccccc1,0,20,-6.584
benzophenone,O=C(c1ccccc1)c1ccccc1,0,21,-6.578
benzophenone,O=C(c1ccccc1)c1ccccc1,0,22,-2.101
benzophenone,O=C(c1ccccc1)c1ccccc1,0,23,-1.966
benzophenone,O=C(c1ccccc1)c1ccccc1,0,24,-1.789
benzophenone,O=C(c1ccccc1)c1ccccc1,0,25,-1.75
benzophenone,O=C(c1ccccc1)c1ccccc1,0,26,-4.002
benzophenone,O=C(c1ccccc1)c1ccccc1,0,27,-3.933
benzophenone,O=C(c1ccccc1)c1ccccc1,0,28,-3.802
benzophenone,O=C(c1ccccc1)c1ccccc1,0,29,-3.799
benzophenone,O=C(c1ccccc1)c1ccccc1,0,30,-3.495
benzophenone,O=C(c1ccccc1)c1ccccc1,0,31,-5.016
benzophenone,O=C(c1ccccc1)c1ccccc1,0,32,-4.928
benzophenone,O=C(c1ccccc1)c1ccccc1,0,33,-4.742
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,0,-2.256
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,1,-2.195
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,2,-2.167
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,3,-2.165
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,4,-4.427
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,5,-4.427
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,6,-4.218
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,7,-4.16
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,8,-4.903
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,9,-4.886
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,10,-4.333
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,11,-4.133
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,12,-5.61
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,13,-5.48
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,14,-5.1
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,15,-5.063
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,16,-5.933
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,17,-5.749
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,18,-5.687
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,19,-5.658
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,20,-5.645
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,21,-5.576
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,22,-5.548
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,23,-5.547
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,24,-5.545
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,25,-5.547
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,26,-5.488
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,27,-5.072
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,28,-4.385
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,29,-4.238
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,30,-4.238
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,31,-4.191
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,32,-4.139
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,33,-4.121
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,34,-1.944
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,35,-1.581
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,36,-1.46
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,37,-1.403
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,38,-1.308
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,39,-3.284
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,40,-3.214
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,41,-3.17
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,42,-3.121
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,43,-4.069
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,44,-3.933
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,45,-3.767
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,46,-3.707
di-n-propyl phthalate,CCCOC(=O)c1ccccc1C(=O)OCCC,0,47,-3.647
1-nitronaphthalene,O=[N+]([O-])c1cccc2ccccc12,0,0,-2.421
1-nitronaphthalene,O=[N+]([O-])c1cccc2ccccc12,0,1,-2.277
1-nitronaphthalene,O=[N+]([O-])c1cccc2ccccc12,0,2,-4.747
1-nitronaphthalene,O=[N+]([O-])c1cccc2ccccc12,0,3,-4.419
1-nitronaphthalene,O=[N+]([O-])c1cccc2ccccc12,0,4,-5.052
1-nitronaphthalene,O=[N+]([O-])c1cccc2ccccc12,0,5,-5.047
1-nitronaphthalene,O=[N+]([O-])c1cccc2ccccc12,0,6,-4.431
1-nitronaphthalene,O=[N+]([O-])c1cccc2ccccc12,0,7,-6.583
1-nitronaphthalene,O=[N+]([O-])c1cccc2ccccc12,0,8,-6.082
1-nitronaphthalene,O=[N+]([O-])c1cccc2ccccc12,0,9,-6.87
1-nitronaphthalene,O=[N+]([O-])c1cccc2ccccc12,0,10,-6.483
1-nitronaphthalene,O=[N+]([O-])c1cccc2ccccc12,0,11,-5.893
1-nitronaphthalene,O=[N+]([O-])c1cccc2ccccc12,0,12,-5.891
1-nitronaphthalene,O=[N+]([O-])c1cccc2ccccc12,0,13,-5.824
1-nitronaphthalene,O=[N+]([O-])c1cccc2ccccc12,0,14,-6.222
1-nitronaphthalene,O=[N+]([O-])c1cccc2ccccc12,0,15,-5.941
1-nitronaphthalene,O=[N+]([O-])c1cccc2ccccc12,0,16,-5.499
1-nitronaphthalene,O=[N+]([O-])c1cccc2ccccc12,0,17,-4.836
1-nitronaphthalene,O=[N+]([O-])c1cccc2ccccc12,0,18,-4.821
1-nitronaphthalene,O=[N+]([O-])c1cccc2ccccc12,0,19,-4.698
1-nitronaphthalene,O=[N+]([O-])c1cccc2ccccc12,0,20,-2.444
1-nitronaphthalene,O=[N+]([O-])c1cccc2ccccc12,0,21,-2.044
1-nitronaphthalene,O=[N+]([O-])c1cccc2ccccc12,0,22,-1.997
1-nitronaphthalene,O=[N+]([O-])c1cccc2ccccc12,0,23,-1.89
1-nitronaphthalene,O=[N+]([O-])c1cccc2ccccc12,0,24,-4.001
1-nitronaphthalene,O=[N+]([O-])c1cccc2ccccc12,0,25,-3.804
1-nitronaphthalene,O=[N+]([O-])c1cccc2ccccc12,0,26,-3.617
1-nitronaphthalene,O=[N+]([O-])c1cccc2ccccc12,0,27,-3.335
1-nitronaphthalene,O=[N+]([O-])c1cccc2ccccc12,0,28,-4.985
1-nitronaphthalene,O=[N+]([O-])c1cccc2ccccc12,0,29,-4.462
1-nitronaphthalene,O=[N+]([O-])c1cccc2ccccc12,0,30,-3.84
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,0,-2.141
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,1,-2.06
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,2,-1.698
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,3,-1.672
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,4,-4.736
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,5,-4.449
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,6,-4.079
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,7,-3.678
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,8,-3.563
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,9,-3.925
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,10,-3.905
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,11,-3.701
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,12,-3.599
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,13,-5.121
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,14,-4.862
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,15,-4.559
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,16,-4.198
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,17,-4.732
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,18,-4.438
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,19,-4.299
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,20,-4.269
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,21,-4.246
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,22,-5.375
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,23,-5.294
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,24,-5.034
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,25,-3.968
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,26,-1.598
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,27,-1.511
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,28,-1.51
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,29,-1.416
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,30,-1.357
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,31,-1.339
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,32,-2.993
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,33,-2.78
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,34,-2.733
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,35,-2.486
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,36,-3.922
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,37,-3.905
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,38,-3.43
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,39,-3.311
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,40,-3.196
4-chlorobenzyl alcohol,OCc1ccc(Cl)cc1,0,41,-3.14
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,0,-2.662
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,1,-2.429
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,2,-6.697
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,3,-6.693
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,4,-4.901
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,5,-4.856
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,6,-4.808
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,7,-4.719
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,8,-5.237
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,9,-5.022
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,10,-4.974
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,11,-4.837
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,12,-6.483
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,13,-6.231
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,14,-5.212
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,15,-6.95
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,16,-6.542
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,17,-6.519
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,18,-6.397
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,19,-6.172
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,20,-6.006
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,21,-7.734
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,22,-7.369
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,23,-6.771
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,24,-5.996
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,25,-5.764
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,26,-5.712
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,27,-5.385
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,28,-2.176
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,29,-2.034
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,30,-1.926
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,31,-1.812
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,32,-1.709
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,33,-4.09
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,34,-4.019
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,35,-3.996
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,36,-3.911
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,37,-3.883
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,38,-3.739
2-phenylphenol,Oc1ccccc1-c1ccccc1,0,39,-4.814
